0.000000 0.000000 0.000000 0.000000 
0.001000 0.000131 0.005285 0.005285 
0.002000 0.000139 0.010569 0.010569 
0.003000 0.000148 0.015854 0.015854 
0.004000 0.000157 0.021139 0.021139 
0.005000 0.000166 0.026425 0.026425 
0.006000 0.000176 0.031711 0.031711 
0.007000 0.000187 0.036998 0.036998 
0.008000 0.000198 0.042285 0.042285 
0.009000 0.000210 0.047573 0.047573 
0.010000 0.000223 0.052862 0.052862 
0.011000 0.000236 0.058152 0.058152 
0.012000 0.000250 0.063442 0.063442 
0.013000 0.000265 0.068734 0.068734 
0.014000 0.000280 0.074026 0.074026 
0.015000 0.000297 0.079319 0.079319 
0.016000 0.000314 0.084614 0.084614 
0.017000 0.000332 0.089908 0.089908 
0.018000 0.000352 0.095204 0.095204 
0.019000 0.000372 0.100500 0.100500 
0.020000 0.000394 0.105797 0.105797 
0.021000 0.000416 0.111093 0.111093 
0.022000 0.000440 0.116392 0.116392 
0.023000 0.000465 0.121688 0.121688 
0.024000 0.000492 0.126986 0.126986 
0.025000 0.000520 0.132282 0.132282 
0.026000 0.000549 0.137578 0.137578 
0.027000 0.000580 0.142873 0.142873 
0.028000 0.000612 0.148167 0.148167 
0.029000 0.000646 0.153459 0.153459 
0.030000 0.000682 0.158749 0.158749 
0.031000 0.000720 0.164037 0.164037 
0.032000 0.000760 0.169320 0.169320 
0.033000 0.000802 0.174603 0.174603 
0.034000 0.000845 0.179878 0.179878 
0.035000 0.000892 0.185152 0.185152 
0.036000 0.000940 0.190418 0.190418 
0.037000 0.000991 0.195681 0.195681 
0.038000 0.001044 0.200936 0.200936 
0.039000 0.001100 0.206184 0.206184 
0.040000 0.001159 0.211426 0.211426 
0.041000 0.001221 0.216656 0.216656 
0.042000 0.001286 0.221881 0.221881 
0.043000 0.001354 0.227091 0.227091 
0.044000 0.001425 0.232294 0.232294 
0.045000 0.001500 0.237484 0.237484 
0.046000 0.001578 0.242660 0.242660 
0.047000 0.001660 0.247825 0.247825 
0.048000 0.001746 0.252971 0.252971 
0.049000 0.001836 0.258106 0.258106 
0.050000 0.001930 0.263220 0.263220 
0.051000 0.002029 0.268320 0.268320 
0.052000 0.002133 0.273399 0.273399 
0.053000 0.002241 0.278456 0.278456 
0.054000 0.002354 0.283496 0.283496 
0.055000 0.002473 0.288508 0.288508 
0.056000 0.002596 0.293501 0.293501 
0.057000 0.002726 0.298466 0.298466 
0.058000 0.002862 0.303405 0.303405 
0.059000 0.003003 0.308319 0.308319 
0.060000 0.003151 0.313199 0.313199 
0.061000 0.003306 0.318055 0.318055 
0.062000 0.003467 0.322874 0.322874 
0.063000 0.003636 0.327662 0.327662 
0.064000 0.003812 0.332417 0.332417 
0.065000 0.003996 0.337130 0.337130 
0.066000 0.004188 0.341813 0.341813 
0.067000 0.004388 0.346452 0.346452 
0.068000 0.004597 0.351051 0.351051 
0.069000 0.004815 0.355612 0.355612 
0.070000 0.005042 0.360123 0.360123 
0.071000 0.005279 0.364595 0.364595 
0.072000 0.005525 0.369018 0.369018 
0.073000 0.005783 0.373390 0.373390 
0.074000 0.006051 0.377719 0.377719 
0.075000 0.006330 0.381988 0.381988 
0.076000 0.006620 0.386210 0.386210 
0.077000 0.006923 0.390378 0.390378 
0.078000 0.007238 0.394483 0.394483 
0.079000 0.007566 0.398539 0.398539 
0.080000 0.007907 0.402531 0.402531 
0.081000 0.008262 0.406460 0.406460 
0.082000 0.008631 0.410334 0.410334 
0.083000 0.009015 0.414137 0.414137 
0.084000 0.009414 0.417877 0.417877 
0.085000 0.009828 0.421554 0.421554 
0.086000 0.010259 0.425155 0.425155 
0.087000 0.010707 0.428692 0.428692 
0.088000 0.011171 0.432158 0.432158 
0.089000 0.011654 0.435543 0.435543 
0.090000 0.012155 0.438863 0.438863 
0.091000 0.012675 0.442104 0.442104 
0.092000 0.013215 0.445262 0.445262 
0.093000 0.013775 0.448350 0.448350 
0.094000 0.014356 0.451355 0.451355 
0.095000 0.014958 0.454273 0.454273 
0.096000 0.015583 0.457118 0.457118 
0.097000 0.016230 0.459874 0.459874 
0.098000 0.016901 0.462540 0.462540 
0.099000 0.017596 0.465130 0.465130 
0.100000 0.018316 0.467627 0.467627 
0.101000 0.019061 0.470030 0.470030 
0.102000 0.019833 0.472354 0.472354 
0.103000 0.020632 0.474583 0.474583 
0.104000 0.021459 0.476713 0.476713 
0.105000 0.022315 0.478760 0.478760 
0.106000 0.023200 0.480711 0.480711 
0.107000 0.024116 0.482559 0.482559 
0.108000 0.025062 0.484320 0.484320 
0.109000 0.026041 0.485986 0.485986 
0.110000 0.027052 0.487545 0.487545 
0.111000 0.028097 0.489013 0.489013 
0.112000 0.029176 0.490387 0.490387 
0.113000 0.030291 0.491653 0.491653 
0.114000 0.031442 0.492818 0.492818 
0.115000 0.032631 0.493894 0.493894 
0.116000 0.033857 0.494864 0.494864 
0.117000 0.035123 0.495724 0.495724 
0.118000 0.036429 0.496494 0.496494 
0.119000 0.037775 0.497165 0.497165 
0.120000 0.039164 0.497722 0.497722 
0.121000 0.040596 0.498179 0.498179 
0.122000 0.042071 0.498544 0.498544 
0.123000 0.043591 0.498801 0.498801 
0.124000 0.045158 0.498947 0.498947 
0.125000 0.046771 0.498999 0.498999 
0.126000 0.048432 0.498956 0.498956 
0.127000 0.050142 0.498799 0.498799 
0.128000 0.051902 0.498536 0.498536 
0.129000 0.053713 0.498185 0.498185 
0.130000 0.055576 0.497733 0.497733 
0.131000 0.057493 0.497168 0.497168 
0.132000 0.059463 0.496501 0.496501 
0.133000 0.061489 0.495748 0.495748 
0.134000 0.063571 0.494895 0.494895 
0.135000 0.065710 0.493930 0.493930 
0.136000 0.067908 0.492866 0.492866 
0.137000 0.070166 0.491719 0.491719 
0.138000 0.072483 0.490476 0.490476 
0.139000 0.074863 0.489125 0.489125 
0.140000 0.077305 0.487674 0.487674 
0.141000 0.079811 0.486141 0.486141 
0.142000 0.082381 0.484523 0.484523 
0.143000 0.085018 0.482804 0.482804 
0.144000 0.087721 0.480981 0.480981 
0.145000 0.090492 0.479074 0.479074 
0.146000 0.093332 0.477092 0.477092 
0.147000 0.096241 0.475023 0.475023 
0.148000 0.099222 0.472855 0.472855 
0.149000 0.102274 0.470593 0.470593 
0.150000 0.105400 0.468256 0.468256 
0.151000 0.108599 0.465850 0.465850 
0.152000 0.111872 0.463365 0.463365 
0.153000 0.115222 0.460788 0.460788 
0.154000 0.118648 0.458122 0.458122 
0.155000 0.122151 0.455383 0.455383 
0.156000 0.125733 0.452584 0.452584 
0.157000 0.129394 0.449721 0.449721 
0.158000 0.133134 0.446780 0.446780 
0.159000 0.136956 0.443756 0.443756 
0.160000 0.140859 0.440654 0.440654 
0.161000 0.144844 0.437488 0.437488 
0.162000 0.148913 0.434272 0.434272 
0.163000 0.153065 0.431004 0.431004 
0.164000 0.157301 0.427678 0.427678 
0.165000 0.161622 0.424285 0.424285 
0.166000 0.166028 0.420820 0.420820 
0.167000 0.170521 0.417289 0.417289 
0.168000 0.175100 0.413702 0.413702 
0.169000 0.179767 0.410071 0.410071 
0.170000 0.184520 0.406401 0.406401 
0.171000 0.189362 0.402694 0.402694 
0.172000 0.194292 0.398951 0.398951 
0.173000 0.199310 0.395168 0.395168 
0.174000 0.204417 0.391343 0.391343 
0.175000 0.209612 0.387475 0.387475 
0.176000 0.214897 0.383564 0.383564 
0.177000 0.220271 0.379613 0.379613 
0.178000 0.225735 0.375625 0.375625 
0.179000 0.231287 0.371600 0.371600 
0.180000 0.236929 0.367543 0.367543 
0.181000 0.242660 0.363458 0.363458 
0.182000 0.248479 0.359345 0.359345 
0.183000 0.254388 0.355208 0.355208 
0.184000 0.260385 0.351049 0.351049 
0.185000 0.266470 0.346870 0.346870 
0.186000 0.272642 0.342672 0.342672 
0.187000 0.278902 0.338457 0.338457 
0.188000 0.285248 0.334229 0.334229 
0.189000 0.291681 0.329987 0.329987 
0.190000 0.298199 0.325734 0.325734 
0.191000 0.304801 0.321473 0.321473 
0.192000 0.311488 0.317206 0.317206 
0.193000 0.318257 0.312932 0.312932 
0.194000 0.325109 0.308655 0.308655 
0.195000 0.332041 0.304377 0.304377 
0.196000 0.339054 0.300099 0.300099 
0.197000 0.346146 0.295824 0.295824 
0.198000 0.353315 0.291552 0.291552 
0.199000 0.360561 0.287285 0.287285 
0.200000 0.367881 0.283025 0.283025 
0.201000 0.375275 0.278773 0.278773 
0.202000 0.382741 0.274532 0.274532 
0.203000 0.390278 0.270303 0.270303 
0.204000 0.397884 0.266088 0.266088 
0.205000 0.405556 0.261886 0.261886 
0.206000 0.413294 0.257703 0.257703 
0.207000 0.421096 0.253536 0.253536 
0.208000 0.428958 0.249388 0.249388 
0.209000 0.436880 0.245261 0.245261 
0.210000 0.444860 0.241156 0.241156 
0.211000 0.452895 0.237075 0.237075 
0.212000 0.460982 0.233019 0.233019 
0.213000 0.469121 0.228989 0.228989 
0.214000 0.477307 0.224985 0.224985 
0.215000 0.485539 0.221010 0.221010 
0.216000 0.493814 0.217065 0.217065 
0.217000 0.502130 0.213150 0.213150 
0.218000 0.510484 0.209267 0.209267 
0.219000 0.518873 0.205417 0.205417 
0.220000 0.527295 0.201600 0.201600 
0.221000 0.535746 0.197819 0.197819 
0.222000 0.544223 0.194073 0.194073 
0.223000 0.552724 0.190365 0.190365 
0.224000 0.561246 0.186693 0.186693 
0.225000 0.569785 0.183061 0.183061 
0.226000 0.578339 0.179467 0.179467 
0.227000 0.586903 0.175914 0.175914 
0.228000 0.595475 0.172401 0.172401 
0.229000 0.604051 0.168930 0.168930 
0.230000 0.612629 0.165502 0.165502 
0.231000 0.621204 0.162116 0.162116 
0.232000 0.629773 0.158774 0.158774 
0.233000 0.638332 0.155476 0.155476 
0.234000 0.646879 0.152222 0.152222 
0.235000 0.655409 0.149014 0.149014 
0.236000 0.663918 0.145852 0.145852 
0.237000 0.672404 0.142736 0.142736 
0.238000 0.680862 0.139666 0.139666 
0.239000 0.689288 0.136644 0.136644 
0.240000 0.697679 0.133669 0.133669 
0.241000 0.706031 0.130743 0.130743 
0.242000 0.714340 0.127864 0.127864 
0.243000 0.722602 0.125035 0.125035 
0.244000 0.730814 0.122253 0.122253 
0.245000 0.738971 0.119521 0.119521 
0.246000 0.747070 0.116838 0.116838 
0.247000 0.755106 0.114205 0.114205 
0.248000 0.763077 0.111621 0.111621 
0.249000 0.770977 0.109088 0.109088 
0.250000 0.778803 0.106604 0.106604 
0.251000 0.786552 0.104171 0.104171 
0.252000 0.794218 0.101787 0.101787 
0.253000 0.801799 0.099454 0.099454 
0.254000 0.809290 0.097172 0.097172 
0.255000 0.816688 0.094941 0.094941 
0.256000 0.823989 0.092759 0.092759 
0.257000 0.831189 0.090629 0.090629 
0.258000 0.838284 0.088549 0.088549 
0.259000 0.845271 0.086520 0.086520 
0.260000 0.852145 0.084540 0.084540 
0.261000 0.858904 0.082613 0.082613 
0.262000 0.865543 0.080735 0.080735 
0.263000 0.872058 0.078908 0.078908 
0.264000 0.878448 0.077131 0.077131 
0.265000 0.884707 0.075404 0.075404 
0.266000 0.890832 0.073728 0.073728 
0.267000 0.896821 0.072103 0.072103 
0.268000 0.902669 0.070527 0.070527 
0.269000 0.908374 0.069002 0.069002 
0.270000 0.913932 0.067526 0.067526 
0.271000 0.919340 0.066100 0.066100 
0.272000 0.924595 0.064724 0.064724 
0.273000 0.929694 0.063398 0.063398 
0.274000 0.934634 0.062121 0.062121 
0.275000 0.939413 0.060894 0.060894 
0.276000 0.944027 0.059716 0.059716 
0.277000 0.948475 0.058586 0.058586 
0.278000 0.952752 0.057506 0.057506 
0.279000 0.956858 0.056476 0.056476 
0.280000 0.960789 0.055494 0.055494 
0.281000 0.964544 0.054561 0.054561 
0.282000 0.968119 0.053676 0.053676 
0.283000 0.971513 0.052840 0.052840 
0.284000 0.974725 0.052052 0.052052 
0.285000 0.977751 0.051312 0.051312 
0.286000 0.980590 0.050621 0.050621 
0.287000 0.983242 0.049977 0.049977 
0.288000 0.985703 0.049382 0.049382 
0.289000 0.987973 0.048834 0.048834 
0.290000 0.990049 0.048335 0.048335 
0.291000 0.991932 0.047883 0.047883 
0.292000 0.993620 0.047480 0.047480 
0.293000 0.995112 0.047123 0.047123 
0.294000 0.996406 0.046815 0.046815 
0.295000 0.997503 0.046553 0.046553 
0.296000 0.998401 0.046340 0.046340 
0.297000 0.999100 0.046174 0.046174 
0.298000 0.999600 0.046055 0.046055 
0.299000 0.999900 0.045984 0.045984 
0.300000 1.000000 0.045960 0.045960 
0.301000 0.999900 0.045984 0.045984 
0.302000 0.999600 0.046055 0.046055 
0.303000 0.999101 0.046174 0.046174 
0.304000 0.998402 0.046340 0.046340 
0.305000 0.997504 0.046553 0.046553 
0.306000 0.996407 0.046815 0.046815 
0.307000 0.995113 0.047124 0.047124 
0.308000 0.993621 0.047481 0.047481 
0.309000 0.991933 0.047885 0.047885 
0.310000 0.990051 0.048336 0.048336 
0.311000 0.987974 0.048835 0.048835 
0.312000 0.985704 0.049382 0.049382 
0.313000 0.983243 0.049977 0.049977 
0.314000 0.980592 0.050619 0.050619 
0.314999 0.977753 0.051310 0.051310 
0.315999 0.974727 0.052050 0.052050 
0.316999 0.971515 0.052838 0.052838 
0.317999 0.968121 0.053674 0.053674 
0.318999 0.964546 0.054559 0.054559 
0.319999 0.960792 0.055491 0.055491 
0.320999 0.956861 0.056474 0.056474 
0.321999 0.952755 0.057504 0.057504 
0.322999 0.948478 0.058583 0.058583 
0.323999 0.944030 0.059713 0.059713 
0.324999 0.939416 0.060891 0.060891 
0.325999 0.934637 0.062118 0.062118 
0.326999 0.929697 0.063395 0.063395 
0.327999 0.924598 0.064722 0.064722 
0.328999 0.919343 0.066098 0.066098 
0.329999 0.913935 0.067524 0.067524 
0.330999 0.908377 0.068999 0.068999 
0.331999 0.902673 0.070525 0.070525 
0.332999 0.896824 0.072100 0.072100 
0.333999 0.890836 0.073726 0.073726 
0.334999 0.884711 0.075402 0.075402 
0.335999 0.878452 0.077128 0.077128 
0.336999 0.872063 0.078905 0.078905 
0.337999 0.865547 0.080731 0.080731 
0.338999 0.858908 0.082609 0.082609 
0.339999 0.852149 0.084536 0.084536 
0.340999 0.845275 0.086515 0.086515 
0.341999 0.838289 0.088544 0.088544 
0.342999 0.831194 0.090625 0.090625 
0.343999 0.823994 0.092755 0.092755 
0.344999 0.816693 0.094936 0.094936 
0.345999 0.809295 0.097168 0.097168 
0.346999 0.801804 0.099451 0.099451 
0.347999 0.794223 0.101783 0.101783 
0.348999 0.786556 0.104166 0.104166 
0.349999 0.778808 0.106599 0.106599 
0.350999 0.770982 0.109083 0.109083 
0.351999 0.763082 0.111616 0.111616 
0.352999 0.755112 0.114200 0.114200 
0.353999 0.747075 0.116833 0.116833 
0.354999 0.738977 0.119516 0.119516 
0.355999 0.730820 0.122248 0.122248 
0.356999 0.722608 0.125030 0.125030 
0.357999 0.714346 0.127860 0.127860 
0.358999 0.706037 0.130738 0.130738 
0.359999 0.697685 0.133664 0.133664 
0.360999 0.689295 0.136639 0.136639 
0.361999 0.680868 0.139661 0.139661 
0.362999 0.672411 0.142729 0.142729 
0.363999 0.663925 0.145845 0.145845 
0.364999 0.655416 0.149007 0.149007 
0.365999 0.646886 0.152215 0.152215 
0.366999 0.638340 0.155468 0.155468 
0.367999 0.629781 0.158766 0.158766 
0.368999 0.621212 0.162108 0.162108 
0.369999 0.612637 0.165493 0.165493 
0.370999 0.604060 0.168921 0.168921 
0.371999 0.595483 0.172393 0.172393 
0.372999 0.586911 0.175904 0.175904 
0.373999 0.578347 0.179458 0.179458 
0.374999 0.569794 0.183051 0.183051 
0.375999 0.561255 0.186684 0.186684 
0.376999 0.552733 0.190356 0.190356 
0.377999 0.544232 0.194065 0.194065 
0.378999 0.535755 0.197811 0.197811 
0.379999 0.527304 0.201592 0.201592 
